Date,Item,Quantity,Price,Location,Category,Location Weight,Total Daily Spending
2024-12-26,麵包,2,-10,家樂福 北屯店,食品,0.88,451
2024-12-27,洗髮精,1,262,家樂福 北屯店,生活用品,0.88,343
2024-12-27,麵包,1,38,家樂福 北屯店,食品,0.88,483
2024-12-28,洗髮精,2,99,OK便利商店 北平店,生活用品,0.83,518
2024-12-28,牙刷,2,157,OK便利商店 北平店,生活用品,0.83,110
2024-12-28,泡麵,3,112,OK便利商店 北平店,食品,0.83,430
2024-12-28,飲料,3,155,OK便利商店 北平店,飲品,0.83,141
2024-12-29,洗髮精,1,18,全聯 西屯福科,生活用品,0.9,357
2024-12-29,泡麵,2,121,全聯 西屯福科,食品,0.9,49
2024-12-30,麵包,1,94,OK便利商店 北平店,食品,0.83,248
2024-12-30,牙刷,2,19,OK便利商店 北平店,生活用品,0.83,307
2024-12-30,麵包,2,35,OK便利商店 北平店,食品,0.83,245
2024-12-30,麵包,4,221,OK便利商店 北平店,食品,0.83,67
2024-12-31,泡麵,2,208,家樂福 北屯店,食品,0.88,244
2024-12-31,飲料,1,162,家樂福 北屯店,飲品,0.88,396
2024-12-31,麵包,2,1,家樂福 北屯店,食品,0.88,325
2024-12-31,牙刷,3,75,家樂福 北屯店,生活用品,0.88,376
2024-12-31,洗髮精,4,219,家樂福 北屯店,生活用品,0.88,183
